2014-11-07 05:23:54:0204, setup_loaddata
2014-11-07 05:23:58:0697, diag_itementered, id=65035, type=1
2014-11-07 05:23:59:0674, diag_itemexited, id=65035, type=1
2014-11-07 05:23:59:0754, diag_itementered, id=40480, type=1
2014-11-07 05:24:00:0354, diag_itemexited, id=40480, type=1
2014-11-07 05:24:00:0657, diag_itementered, id=31446, type=1
2014-11-07 05:24:00:0944, diag_itemexited, id=31446, type=1
2014-11-07 05:24:01:0159, diag_itementered, id=51438, type=1
2014-11-07 05:24:01:0314, diag_itemexited, id=51438, type=1
2014-11-07 05:24:02:0302, diag_itementered, id=56843, type=1
2014-11-07 05:24:03:0944, diag_itemexited, id=56843, type=1
2014-11-07 05:24:04:0639, diag_itementered, id=57484, type=1
2014-11-07 05:24:04:0959, diag_itemexited, id=57484, type=1
2014-11-07 05:24:05:0359, diag_itementered, id=31693, type=1
2014-11-07 05:24:06:0902, diag_itemexited, id=31693, type=1
2014-11-07 05:24:07:0074, diag_itementered, id=46898, type=1
2014-11-07 05:24:07:0714, diag_itemexited, id=46898, type=1
2014-11-07 05:24:07:0914, diag_itementered, id=24991, type=1
2014-11-07 05:24:08:0584, diag_itemexited, id=24991, type=1
2014-11-07 05:24:08:0654, diag_itementered, id=46898, type=1
2014-11-07 05:24:08:0734, diag_itemexited, id=46898, type=1
2014-11-07 05:24:08:0984, diag_itementered, id=57484, type=1
2014-11-07 05:24:09:0074, diag_itemexited, id=57484, type=1
2014-11-07 05:24:09:0414, diag_itementered, id=57484, type=1
2014-11-07 05:24:10:0022, diag_itemexited, id=57484, type=1
2014-11-07 05:24:10:0604, diag_itementered, id=56843, type=1
2014-11-07 05:24:11:0124, diag_itemexited, id=56843, type=1
2014-11-07 05:24:12:0024, diag_itementered, id=24723, type=1
2014-11-07 05:24:12:0467, diag_itemexited, id=24723, type=1
2014-11-07 05:24:12:0564, diag_itementered, id=55709, type=1
2014-11-07 05:24:12:0984, diag_itemexited, id=55709, type=1
2014-11-07 05:24:13:0052, diag_itementered, id=37628, type=1
2014-11-07 05:24:13:0142, diag_itemexited, id=37628, type=1
2014-11-07 05:24:13:0444, diag_itementered, id=47676, type=1
2014-11-07 05:24:13:0534, diag_itemexited, id=47676, type=1
2014-11-07 05:24:13:0672, diag_itementered, id=39399, type=1
2014-11-07 05:24:13:0834, diag_itemexited, id=39399, type=1
2014-11-07 05:24:13:0904, diag_itementered, id=20227, type=1
2014-11-07 05:24:13:0937, diag_itemexited, id=20227, type=1
2014-11-07 05:24:14:0277, list_mouseentered, 20227
2014-11-07 05:24:14:0484, list_mouseexited
2014-11-07 05:24:20:0134, list_mouseentered, 40663
2014-11-07 05:24:20:0234, list_mouseexited
2014-11-07 05:24:28:0454, diag_itementered, id=33262, type=1
2014-11-07 05:24:30:0809, diag_itemexited, id=33262, type=1
2014-11-07 05:24:31:0479, diag_itementered, id=123, type=1
2014-11-07 05:24:31:0804, diag_itemexited, id=123, type=1
2014-11-07 05:24:32:0114, diag_itementered, id=19893, type=1
2014-11-07 05:24:32:0264, diag_itemexited, id=19893, type=1
2014-11-07 05:24:33:0574, diag_itementered, id=123, type=1
2014-11-07 05:24:34:0104, edge_create, Tuple[0,1,0.2965019717017964,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0584, edge_create, Tuple[1,30,0.9982803604049649,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0599, edge_create, Tuple[1,31,0.2610109842410675,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0614, edge_create, Tuple[1,32,0.416192605901864,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0624, edge_create, Tuple[1,33,0.3462491652909533,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0647, edge_create, Tuple[1,34,0.7313019879661773,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0659, edge_create, Tuple[1,35,0.36930011227192794,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0679, edge_create, Tuple[1,36,0.6849196254444242,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0697, edge_create, Tuple[1,37,0.37337065864330454,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0714, edge_create, Tuple[1,38,0.24547921493013747,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0724, edge_create, Tuple[1,39,0.7145753859841605,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0744, edge_create, Tuple[1,40,0.23677288915309147,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0754, edge_create, Tuple[1,41,0.8394600209301355,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:34:0789, discussion_open, 123
2014-11-07 05:24:34:0792, diag_itemclicked, id=123, type=1
2014-11-07 05:24:35:0994, diag_itemexited, id=123, type=1
2014-11-07 05:24:36:0604, list_mouseentered, type=detailAnswersList
2014-11-07 05:24:36:0984, list_mouseexited, type=detailAnswersList
2014-11-07 05:24:37:0634, list_mouseentered, type=detailRelatedList, item=49267
2014-11-07 05:24:38:0514, list_mouseexited, type=detailRelatedList
2014-11-07 05:24:45:0300, list_mouseentered, type=detailRelatedList, item=19893
2014-11-07 05:24:45:0535, list_mouseexited, type=detailRelatedList
2014-11-07 05:24:45:0905, diag_detail_itementered, id=59850, type=1
2014-11-07 05:24:45:0937, diag_detail_itemexited, id=59850, type=1
2014-11-07 05:24:45:0957, diag_detail_itementered, id=0.37337065864330454, type=1
2014-11-07 05:24:45:0990, diag_detail_itemexited, id=0.37337065864330454, type=1
2014-11-07 05:24:46:0720, list_mouseentered, type=detailRelatedList, item=5222
2014-11-07 05:24:47:0565, list_mouseexited, type=detailRelatedList
2014-11-07 05:24:47:0675, list_mouseentered, type=detailRelatedList, item=5222
2014-11-07 05:24:47:0782, list_mouseexited, type=detailRelatedList
2014-11-07 05:24:47:0852, list_mouseentered, type=detailRelatedList, item=5222
2014-11-07 05:24:47:0955, list_mouseexited, type=detailRelatedList
2014-11-07 05:24:48:0155, list_mouseentered, type=detailRelatedList, item=45546
2014-11-07 05:24:48:0637, list_mouseexited, type=detailRelatedList
2014-11-07 05:24:56:0472, diag_itementered, id=40663, type=1
2014-11-07 05:24:57:0462, edge_create, Tuple[0,1,0.013455964490651562,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0465, edge_create, Tuple[1,2,0.0036403591767664167,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0495, edge_create, Tuple[1,3,0.9289395417010322,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0515, edge_create, Tuple[1,4,0.17203866998386863,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0530, edge_create, Tuple[1,5,0.9791746049996235,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0547, edge_create, Tuple[1,6,0.6392834463377274,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0565, edge_create, Tuple[1,7,0.40038249897942824,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0580, edge_create, Tuple[1,8,0.3854504997681738,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0597, edge_create, Tuple[1,9,0.17000848917772138,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0605, edge_create, Tuple[1,10,0.4907833328263078,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0625, edge_create, Tuple[1,11,0.4067040420410969,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0645, edge_create, Tuple[1,12,0.9297850035047074,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0657, edge_create, Tuple[1,13,0.013733044655398818,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0677, edge_create, Tuple[1,14,0.059690688496763955,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0695, edge_create, Tuple[1,15,0.5657350499409187,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0710, edge_create, Tuple[1,16,0.12350683584365929,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0725, edge_create, Tuple[1,17,0.23426779783110352,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0745, edge_create, Tuple[1,18,0.06935878099040704,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0755, edge_create, Tuple[1,19,0.3941291861377477,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0780, edge_create, Tuple[1,20,0.11476930970144339,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0795, edge_create, Tuple[1,21,0.6893783606963481,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0805, edge_create, Tuple[1,22,0.3787662633308755,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0825, edge_create, Tuple[1,23,0.5826248189598188,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0845, edge_create, Tuple[1,24,0.8915834914243873,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0860, edge_create, Tuple[1,25,0.40903659532851466,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0877, edge_create, Tuple[1,26,0.6494956646479495,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0892, edge_create, Tuple[1,27,0.4312693247891294,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0905, edge_create, Tuple[1,28,0.5924606784905809,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0925, edge_create, Tuple[1,29,0.3948937969946873,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0942, edge_create, Tuple[1,30,0.379301523973568,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0960, edge_create, Tuple[1,31,0.24578431407202328,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0975, edge_create, Tuple[1,32,0.25684070466720454,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:57:0985, edge_create, Tuple[1,33,0.44933014048136066,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:58:0005, edge_create, Tuple[1,34,0.7565220045476401,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:58:0022, edge_create, Tuple[1,35,0.2823820030834777,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:58:0035, edge_create, Tuple[1,36,0.19856428139741567,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:58:0055, edge_create, Tuple[1,37,0.41680147588325855,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:58:0065, edge_create, Tuple[1,38,0.2866589533766293,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:58:0085, edge_create, Tuple[1,39,0.5207268244039269,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:58:0105, edge_create, Tuple[1,40,0.38584278226916235,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:58:0115, edge_create, Tuple[1,41,0.7407120035624759,1,0.0,1415399029864,1415399029864]
2014-11-07 05:24:58:0145, discussion_open, 40663
2014-11-07 05:24:58:0145, diag_itemclicked, id=40663, type=1
2014-11-07 05:24:59:0005, diag_itemexited, id=40663, type=1
2014-11-07 05:24:59:0005, diag_detail_itementered, id=0.17203866998386863, type=1
2014-11-07 05:24:59:0050, diag_detail_itemexited, id=0.17203866998386863, type=1
2014-11-07 05:24:59:0060, diag_detail_itementered, id=0.17203866998386863, type=1
2014-11-07 05:24:59:0085, diag_detail_itemexited, id=0.17203866998386863, type=1
2014-11-07 05:24:59:0110, diag_detail_itementered, id=0.9289395417010322, type=1
2014-11-07 05:24:59:0145, diag_detail_itemexited, id=0.9289395417010322, type=1
2014-11-07 05:24:59:0145, diag_detail_itementered, id=0.0036403591767664167, type=1
2014-11-07 05:24:59:0175, diag_detail_itemexited, id=0.0036403591767664167, type=1
2014-11-07 05:24:59:0175, diag_detail_itementered, id=40663, type=1
2014-11-07 05:24:59:0217, diag_detail_itemexited, id=40663, type=1
2014-11-07 05:24:59:0282, diag_detail_itementered, id=0.38584278226916235, type=1
2014-11-07 05:24:59:0315, diag_detail_itemexited, id=0.38584278226916235, type=1
2014-11-07 05:25:00:0025, diag_detail_itementered, id=64843, type=1
2014-11-07 05:25:00:0560, diag_detail_itemexited, id=64843, type=1
2014-11-07 05:25:01:0025, list_mouseentered, type=detailRelatedList, item=59787
2014-11-07 05:25:02:0035, list_mouseexited, type=detailRelatedList
2014-11-07 05:25:09:0457, list_mouseentered, type=detailRelatedList, item=22798
2014-11-07 05:25:09:0825, list_mouseexited, type=detailRelatedList
2014-11-07 05:25:10:0315, diag_detail_itementered, id=34726, type=1
2014-11-07 05:25:10:0372, diag_detail_itemexited, id=34726, type=1
2014-11-07 05:25:10:0905, diag_detail_itementered, id=34726, type=1
2014-11-07 05:25:12:0905, diag_detail_itemexited, id=34726, type=1
2014-11-07 05:25:13:0637, diag_detail_itementered, id=22798, type=1
2014-11-07 05:25:14:0035, diag_detail_itemexited, id=22798, type=1
2014-11-07 05:25:14:0267, diag_detail_itementered, id=15732, type=1
2014-11-07 05:25:14:0727, diag_detail_itemexited, id=15732, type=1
2014-11-07 05:25:14:0805, diag_detail_itementered, id=37449, type=1
2014-11-07 05:25:14:0895, diag_detail_itemexited, id=37449, type=1
2014-11-07 05:25:14:0937, diag_detail_itementered, id=37335, type=1
2014-11-07 05:25:14:0980, diag_detail_itemexited, id=37335, type=1
2014-11-07 05:25:16:0362, diag_detail_itementered, id=0.6392834463377274, type=1
2014-11-07 05:25:16:0405, diag_detail_itemexited, id=0.6392834463377274, type=1
2014-11-07 05:25:16:0675, diag_detail_itementered, id=0.9791746049996235, type=1
2014-11-07 05:25:17:0335, diag_detail_itemexited, id=0.9791746049996235, type=1
2014-11-07 05:25:18:0182, diag_detail_itementered, id=0.17203866998386863, type=1
2014-11-07 05:25:18:0562, diag_detail_itemexited, id=0.17203866998386863, type=1
2014-11-07 05:25:18:0815, diag_detail_itementered, id=0.17203866998386863, type=1
2014-11-07 05:25:18:0862, diag_detail_itemexited, id=0.17203866998386863, type=1
2014-11-07 05:25:19:0292, diag_detail_itementered, id=0.9791746049996235, type=1
2014-11-07 05:25:19:0335, diag_detail_itemexited, id=0.9791746049996235, type=1
2014-11-07 05:25:19:0745, diag_detail_itementered, id=0.9791746049996235, type=1
2014-11-07 05:25:19:0800, diag_detail_itemexited, id=0.9791746049996235, type=1
2014-11-07 05:25:20:0135, diag_detail_itementered, id=0.9791746049996235, type=1
2014-11-07 05:25:20:0667, diag_detail_itemexited, id=0.9791746049996235, type=1
2014-11-07 05:25:22:0167, diag_detail_itementered, id=0.6392834463377274, type=1
2014-11-07 05:25:23:0477, diag_detail_itemexited, id=0.6392834463377274, type=1
2014-11-07 05:25:23:0757, diag_detail_itementered, id=0.40038249897942824, type=1
2014-11-07 05:25:23:0802, diag_detail_itemexited, id=0.40038249897942824, type=1
2014-11-07 05:25:24:0272, diag_detail_itementered, id=0.4067040420410969, type=1
2014-11-07 05:25:24:0315, diag_detail_itemexited, id=0.4067040420410969, type=1
2014-11-07 05:25:24:0415, diag_detail_itementered, id=0.9297850035047074, type=1
2014-11-07 05:25:24:0457, diag_detail_itemexited, id=0.9297850035047074, type=1
2014-11-07 05:25:24:0737, diag_detail_itementered, id=0.9297850035047074, type=1
2014-11-07 05:25:25:0325, diag_detail_itemexited, id=0.9297850035047074, type=1
2014-11-07 05:25:25:0917, diag_detail_itementered, id=0.013733044655398818, type=1
2014-11-07 05:25:25:0977, diag_detail_itemexited, id=0.013733044655398818, type=1
2014-11-07 05:25:26:0397, diag_detail_itementered, id=0.013733044655398818, type=1
2014-11-07 05:25:26:0605, diag_detail_itemexited, id=0.013733044655398818, type=1
2014-11-07 05:25:27:0155, diag_detail_itementered, id=0.059690688496763955, type=1
2014-11-07 05:25:27:0195, diag_detail_itemexited, id=0.059690688496763955, type=1
2014-11-07 05:25:27:0737, diag_detail_itementered, id=0.5657350499409187, type=1
2014-11-07 05:25:27:0787, diag_detail_itemexited, id=0.5657350499409187, type=1
2014-11-07 05:25:28:0267, diag_detail_itementered, id=0.5657350499409187, type=1
2014-11-07 05:25:28:0882, diag_detail_itemexited, id=0.5657350499409187, type=1
2014-11-07 05:25:29:0065, diag_detail_itementered, id=0.12350683584365929, type=1
2014-11-07 05:25:29:0107, diag_detail_itemexited, id=0.12350683584365929, type=1
2014-11-07 05:25:30:0185, diag_detail_itementered, id=0.12350683584365929, type=1
2014-11-07 05:25:30:0970, diag_detail_itemexited, id=0.12350683584365929, type=1
2014-11-07 05:25:31:0065, diag_detail_itementered, id=0.23426779783110352, type=1
2014-11-07 05:25:31:0107, diag_detail_itemexited, id=0.23426779783110352, type=1
2014-11-07 05:25:31:0215, diag_detail_itementered, id=-621266401, type=3
2014-11-07 05:25:31:0290, diag_detail_itemexited, id=-621266401, type=3
2014-11-07 05:25:31:0352, diag_detail_itementered, id=0.8915834914243873, type=1
2014-11-07 05:25:31:0400, diag_detail_itemexited, id=0.8915834914243873, type=1
2014-11-07 05:25:31:0757, diag_detail_itementered, id=0.8915834914243873, type=1
2014-11-07 05:25:31:0887, diag_detail_itemexited, id=0.8915834914243873, type=1
2014-11-07 05:25:31:0977, diag_detail_itementered, id=0.8915834914243873, type=1
2014-11-07 05:25:32:0007, diag_detail_itemexited, id=0.8915834914243873, type=1
2014-11-07 05:25:32:0062, diag_detail_itementered, id=0.40903659532851466, type=1
2014-11-07 05:25:32:0087, diag_detail_itemexited, id=0.40903659532851466, type=1
2014-11-07 05:25:32:0187, diag_detail_itementered, id=0.6494956646479495, type=1
2014-11-07 05:25:32:0197, diag_detail_itemexited, id=0.6494956646479495, type=1
2014-11-07 05:25:32:0220, diag_detail_itementered, id=65936, type=1
2014-11-07 05:25:32:0237, diag_detail_itemexited, id=65936, type=1
2014-11-07 05:25:40:0868, list_mouseentered, 40663
2014-11-07 05:25:41:0135, list_mouseexited
2014-11-07 05:25:45:0390, list_mouseentered, 2158
2014-11-07 05:25:46:0720, list_mouseexited
2014-11-07 05:25:53:0643, diag_itementered, id=2109443059, type=0
2014-11-07 05:25:54:0130, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0148, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0183, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0208, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0235, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0260, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0278, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0298, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0318, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0348, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0373, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0398, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0418, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0445, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0470, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0488, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0518, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0543, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0568, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0588, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0618, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0640, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0663, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0690, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0715, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0738, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0758, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0838, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0865, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:25:54:0985, diag_itemexited, id=2109443059, type=0
2014-11-07 05:25:55:0158, diag_itementered, id=24723, type=1
2014-11-07 05:25:55:0198, diag_itemexited, id=24723, type=1
2014-11-07 05:25:55:0230, diag_itementered, id=62241, type=1
2014-11-07 05:25:55:0280, diag_itemexited, id=62241, type=1
2014-11-07 05:25:55:0488, diag_itementered, id=-771804441, type=0
2014-11-07 05:25:55:0873, diag_itemdragged, id=-771804441, type=0
2014-11-07 05:25:55:0898, diag_itemdragged, id=-771804441, type=0
2014-11-07 05:25:55:0918, diag_itemdragged, id=-771804441, type=0
2014-11-07 05:25:55:0943, diag_itemdragged, id=-771804441, type=0
2014-11-07 05:25:55:0968, diag_itemdragged, id=-771804441, type=0
2014-11-07 05:25:55:0988, diag_itemdragged, id=-771804441, type=0
2014-11-07 05:25:56:0018, diag_itemdragged, id=-771804441, type=0
2014-11-07 05:25:56:0043, diag_itemdragged, id=-771804441, type=0
2014-11-07 05:25:56:0068, diag_itemdragged, id=-771804441, type=0
2014-11-07 05:25:56:0088, diag_itemdragged, id=-771804441, type=0
2014-11-07 05:25:56:0118, diag_itemdragged, id=-771804441, type=0
