2014-11-07 04:42:13:0161, setup_loaddata
2014-11-07 04:42:21:0591, diag_itementered, id=35186, type=1
2014-11-07 04:42:21:0691, diag_itemexited, id=35186, type=1
2014-11-07 04:42:22:0721, diag_itementered, id=35186, type=1
2014-11-07 04:42:24:0011, diag_itemexited, id=35186, type=1
2014-11-07 04:42:24:0551, diag_itementered, id=34571, type=1
2014-11-07 04:42:26:0869, diag_itemexited, id=34571, type=1
2014-11-07 04:42:27:0789, list_mouseentered, 8968
2014-11-07 04:42:27:0939, list_mouseexited
2014-11-07 04:42:31:0931, list_mouseentered, 34571
2014-11-07 04:42:32:0011, list_mouseexited
2014-11-07 04:42:32:0841, diag_itementered, id=34571, type=1
2014-11-07 04:42:34:0909, diag_itemexited, id=34571, type=1
2014-11-07 04:42:35:0761, list_mouseentered, 34571
2014-11-07 04:42:41:0924, list_mouseexited
2014-11-07 04:42:58:0534, list_mouseentered, 56843
2014-11-07 04:43:00:0624, list_mouseexited
2014-11-07 04:43:08:0466, diag_itementered, id=2158, type=1
2014-11-07 04:43:08:0526, diag_itemexited, id=2158, type=1
2014-11-07 04:43:09:0996, diag_itementered, id=2158, type=1
2014-11-07 04:43:12:0586, diag_itemexited, id=2158, type=1
2014-11-07 04:43:13:0166, diag_itementered, id=19766, type=1
2014-11-07 04:43:20:0024, diag_itemexited, id=19766, type=1
2014-11-07 04:43:20:0654, list_mouseentered, 2158
2014-11-07 04:43:20:0784, list_mouseexited
2014-11-07 04:43:45:0899, list_mouseentered, 40663
2014-11-07 04:43:46:0859, list_mouseexited
2014-11-07 04:43:47:0559, diag_itementered, id=25192, type=1
2014-11-07 04:43:48:0099, diag_itemexited, id=25192, type=1
2014-11-07 04:43:48:0429, diag_itementered, id=40663, type=1
2014-11-07 04:43:49:0059, diag_itemexited, id=40663, type=1
2014-11-07 04:43:49:0439, diag_itementered, id=35785, type=1
2014-11-07 04:43:49:0549, diag_itemexited, id=35785, type=1
2014-11-07 04:43:49:0829, diag_itementered, id=35785, type=1
2014-11-07 04:43:49:0929, diag_itemexited, id=35785, type=1
2014-11-07 04:43:50:0099, diag_itementered, id=19893, type=1
2014-11-07 04:43:50:0149, diag_itemexited, id=19893, type=1
2014-11-07 04:43:50:0409, diag_itementered, id=19893, type=1
2014-11-07 04:43:50:0789, diag_itemexited, id=19893, type=1
2014-11-07 04:43:51:0359, diag_itementered, id=123, type=1
2014-11-07 04:43:52:0099, diag_itemexited, id=123, type=1
2014-11-07 04:43:52:0739, diag_itementered, id=33262, type=1
2014-11-07 05:01:41:0581, diag_itemexited, id=33262, type=1
2014-11-07 05:01:41:0821, diag_itementered, id=33262, type=1
2014-11-07 05:01:41:0871, diag_itemexited, id=33262, type=1
2014-11-07 05:01:42:0791, diag_itementered, id=19893, type=1
2014-11-07 05:01:43:0801, diag_itemexited, id=19893, type=1
2014-11-07 05:01:44:0381, diag_itementered, id=35785, type=1
2014-11-07 05:01:44:0411, diag_itemexited, id=35785, type=1
2014-11-07 05:01:54:0594, list_mouseentered, 24723
2014-11-07 05:01:54:0934, list_mouseexited
2014-11-07 05:01:55:0614, diag_itementered, id=45546, type=1
2014-11-07 05:01:55:0654, diag_itemexited, id=45546, type=1
2014-11-07 05:02:03:0699, diag_itementered, id=7720, type=1
2014-11-07 05:02:03:0749, diag_itemexited, id=7720, type=1
2014-11-07 05:02:04:0009, diag_itementered, id=25192, type=1
2014-11-07 05:02:04:0659, edge_create, Tuple[0,1,0.15029467069341595,1,0.0,1415396527476,1415396527476]
2014-11-07 05:02:05:0159, edge_create, Tuple[1,32,0.41531676403385187,1,0.0,1415396527476,1415396527476]
2014-11-07 05:02:05:0179, edge_create, Tuple[1,33,0.3096609499313765,1,0.0,1415396527476,1415396527476]
2014-11-07 05:02:05:0199, edge_create, Tuple[1,34,0.3652993114452463,1,0.0,1415396527476,1415396527476]
2014-11-07 05:02:05:0209, edge_create, Tuple[1,35,0.9112166597742403,1,0.0,1415396527476,1415396527476]
2014-11-07 05:02:05:0229, edge_create, Tuple[1,36,0.41488961901020105,1,0.0,1415396527476,1415396527476]
2014-11-07 05:02:05:0249, edge_create, Tuple[1,37,0.39125994313862134,1,0.0,1415396527476,1415396527476]
2014-11-07 05:02:05:0259, edge_create, Tuple[1,38,0.09903118118752696,1,0.0,1415396527476,1415396527476]
2014-11-07 05:02:05:0279, edge_create, Tuple[1,39,0.4439465254273466,1,0.0,1415396527476,1415396527476]
2014-11-07 05:02:05:0289, edge_create, Tuple[1,40,0.15982043009588653,1,0.0,1415396527476,1415396527476]
2014-11-07 05:02:05:0309, edge_create, Tuple[1,41,0.6544746373708965,1,0.0,1415396527476,1415396527476]
2014-11-07 05:02:05:0339, discussion_open, 25192
2014-11-07 05:02:05:0339, diag_itemclicked, id=25192, type=1
2014-11-07 05:02:06:0779, diag_itemexited, id=25192, type=1
2014-11-07 05:02:07:0109, list_mouseentered, type=detailAnswersList
2014-11-07 05:02:07:0269, list_mouseexited, type=detailAnswersList
2014-11-07 05:02:08:0219, list_mouseentered, type=detailRelatedList, item=59936
2014-11-07 05:02:14:0719, list_mouseexited, type=detailRelatedList
2014-11-07 05:02:17:0561, list_mouseentered, type=detailRelatedList, item=59936
2014-11-07 05:02:21:0824, list_mouseexited, type=detailRelatedList
2014-11-07 05:03:01:0233, list_mouseentered, type=detailRelatedList, item=62650
2014-11-07 05:03:01:0950, list_mouseexited, type=detailRelatedList
2014-11-07 05:03:09:0786, edge_create, Tuple[48,500,0.8969747825513625,2,1.0,1415396349621,1415396349621]
2014-11-07 05:03:11:0783, pattern_change_open
2014-11-07 05:03:11:0814, edge_create, Tuple[0,1,0.6585620770700441,2,1.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0814, pattern_create, 2109443059
2014-11-07 05:03:11:0814, edge_create, Tuple[1,2,0.19517485325418438,2,1.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0814, edge_create, Tuple[0,3,0.26535106695139354,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0814, edge_create, Tuple[3,4,0.9311887020890282,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0830, edge_create, Tuple[3,5,0.2930303584325257,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0846, edge_create, Tuple[3,6,0.11542297798537193,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0861, edge_create, Tuple[3,7,0.7461358794128522,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0877, edge_create, Tuple[3,8,0.4511022281850374,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0892, edge_create, Tuple[3,9,0.565394086033348,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0908, edge_create, Tuple[3,10,0.06312876222735686,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0939, edge_create, Tuple[3,11,0.6701416235995318,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0955, edge_create, Tuple[3,12,0.7869241067796079,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0970, edge_create, Tuple[3,13,0.9454576976528292,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:11:0986, edge_create, Tuple[3,14,0.45992501211866965,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0002, edge_create, Tuple[3,15,0.39746830715711245,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0017, edge_create, Tuple[3,16,0.23525425062134153,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0033, edge_create, Tuple[3,17,0.9977406588338358,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0048, edge_create, Tuple[3,18,0.6643844335495921,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0064, edge_create, Tuple[3,19,0.9888189287867925,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0080, edge_create, Tuple[3,20,0.5649663698103753,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0095, edge_create, Tuple[3,21,0.2459235873522433,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0111, edge_create, Tuple[3,22,0.9086238022755291,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0142, edge_create, Tuple[3,23,0.9434356184036615,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0158, edge_create, Tuple[3,24,0.8042803846943285,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0173, edge_create, Tuple[3,25,0.4084273401784142,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0189, edge_create, Tuple[3,26,0.30395540268866106,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0204, edge_create, Tuple[3,27,0.9472217733429125,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0220, edge_create, Tuple[3,28,0.17404547304410378,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0236, edge_create, Tuple[3,29,0.28542885185996214,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0251, edge_create, Tuple[3,30,0.9256254114710645,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0267, edge_create, Tuple[3,31,0.3884052785876835,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0282, edge_create, Tuple[3,32,0.5176063060569893,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0298, edge_create, Tuple[3,33,0.039531871523748485,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0314, edge_create, Tuple[3,34,0.9876566063774761,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0345, edge_create, Tuple[3,35,6.36442585576158E-4,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0360, edge_create, Tuple[3,36,0.3442259503722468,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0376, edge_create, Tuple[3,37,0.6054743426065293,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0392, edge_create, Tuple[3,38,0.9010384601912524,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0407, edge_create, Tuple[3,39,0.6272034259141989,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0423, edge_create, Tuple[3,40,0.6508910973985303,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0438, edge_create, Tuple[3,41,0.488669269955438,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0454, edge_create, Tuple[3,42,0.5719847627299087,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0470, edge_create, Tuple[3,43,0.7650873600238773,1,0.0,1415396527476,1415396527476]
2014-11-07 05:03:12:0498, discussion_open, 25192
2014-11-07 05:03:18:0707, setup_loaddata
2014-11-07 05:03:22:0653, diag_detail_itementered, id=0.9311887020890282, type=1
2014-11-07 05:03:22:0731, diag_detail_itemexited, id=0.9311887020890282, type=1
2014-11-07 05:03:22:0856, diag_detail_itementered, id=0.3442259503722468, type=1
2014-11-07 05:03:22:0903, diag_detail_itemexited, id=0.3442259503722468, type=1
2014-11-07 05:03:22:0919, diag_detail_itementered, id=0.039531871523748485, type=1
2014-11-07 05:03:22:0950, diag_detail_itemexited, id=0.039531871523748485, type=1
2014-11-07 05:03:23:0028, diag_detail_itementered, id=66288, type=1
2014-11-07 05:03:23:0059, diag_detail_itemexited, id=66288, type=1
2014-11-07 05:03:24:0307, diag_detail_itementered, id=39329, type=1
2014-11-07 05:03:24:0354, diag_detail_itemexited, id=39329, type=1
2014-11-07 05:03:24:0463, diag_detail_itementered, id=0.28542885185996214, type=1
2014-11-07 05:03:24:0510, diag_detail_itemexited, id=0.28542885185996214, type=1
2014-11-07 05:03:24:0525, diag_detail_itementered, id=0.3884052785876835, type=1
2014-11-07 05:03:24:0572, diag_detail_itemexited, id=0.3884052785876835, type=1
2014-11-07 05:03:24:0572, diag_detail_itementered, id=0.039531871523748485, type=1
2014-11-07 05:03:24:0619, diag_detail_itemexited, id=0.039531871523748485, type=1
2014-11-07 05:03:24:0619, diag_detail_itementered, id=0.6054743426065293, type=1
2014-11-07 05:03:24:0635, diag_detail_itemexited, id=0.6054743426065293, type=1
2014-11-07 05:03:24:0650, diag_detail_itementered, id=0.6272034259141989, type=1
2014-11-07 05:03:24:0697, diag_detail_itemexited, id=0.6272034259141989, type=1
2014-11-07 05:03:24:0713, diag_detail_itementered, id=0.488669269955438, type=1
2014-11-07 05:03:24:0759, diag_detail_itemexited, id=0.488669269955438, type=1
2014-11-07 05:03:24:0806, diag_detail_itementered, id=0.5719847627299087, type=1
2014-11-07 05:03:24:0837, diag_detail_itemexited, id=0.5719847627299087, type=1
2014-11-07 05:03:24:0853, diag_detail_itementered, id=0.7650873600238773, type=1
2014-11-07 05:03:24:0884, diag_detail_itemexited, id=0.7650873600238773, type=1
2014-11-07 05:03:25:0259, diag_detail_itementered, id=25192, type=1
2014-11-07 05:03:26:0699, diag_detail_itemexited, id=25192, type=1
2014-11-07 05:03:26:0730, diag_detail_itementered, id=0.26535106695139354, type=1
2014-11-07 05:03:26:0761, diag_detail_itemexited, id=0.26535106695139354, type=1
2014-11-07 05:03:26:0855, diag_detail_itementered, id=0.9311887020890282, type=1
2014-11-07 05:03:26:0902, diag_detail_itemexited, id=0.9311887020890282, type=1
2014-11-07 05:03:26:0933, diag_detail_itementered, id=0.2930303584325257, type=1
2014-11-07 05:03:27:0125, diag_detail_itemexited, id=0.2930303584325257, type=1
2014-11-07 05:03:27:0203, diag_detail_itementered, id=0.9311887020890282, type=1
2014-11-07 05:03:27:0297, diag_detail_itemexited, id=0.9311887020890282, type=1
2014-11-07 05:03:27:0297, diag_detail_itementered, id=-2025442238, type=3
2014-11-07 05:03:30:0089, diag_detail_itemexited, id=-2025442238, type=3
2014-11-07 05:03:30:0697, diag_detail_itementered, id=25192, type=1
2014-11-07 05:03:31:0789, diag_detail_itemclicked, id=25192, type=1
2014-11-07 05:03:32:0351, diag_detail_itemexited, id=25192, type=1
2014-11-07 05:03:32:0351, diag_detail_itementered, id=0.9888189287867925, type=1
2014-11-07 05:03:32:0382, diag_detail_itemexited, id=0.9888189287867925, type=1
2014-11-07 05:03:32:0398, diag_detail_itementered, id=0.2459235873522433, type=1
2014-11-07 05:03:32:0445, diag_detail_itemexited, id=0.2459235873522433, type=1
2014-11-07 05:03:32:0585, diag_detail_itementered, id=0.2459235873522433, type=1
2014-11-07 05:03:32:0616, diag_detail_itemexited, id=0.2459235873522433, type=1
2014-11-07 05:03:32:0710, diag_detail_itementered, id=0.5649663698103753, type=1
2014-11-07 05:03:32:0741, diag_detail_itemexited, id=0.5649663698103753, type=1
2014-11-07 05:03:32:0881, diag_detail_itementered, id=0.7461358794128522, type=1
2014-11-07 05:03:32:0928, diag_detail_itemexited, id=0.7461358794128522, type=1
2014-11-07 05:03:32:0928, diag_detail_itementered, id=0.11542297798537193, type=1
2014-11-07 05:03:32:0959, diag_detail_itemexited, id=0.11542297798537193, type=1
2014-11-07 05:03:33:0084, diag_detail_itementered, id=0.2930303584325257, type=1
2014-11-07 05:03:33:0131, diag_detail_itemexited, id=0.2930303584325257, type=1
2014-11-07 05:03:33:0147, diag_detail_itementered, id=0.9311887020890282, type=1
2014-11-07 05:03:33:0178, diag_detail_itemexited, id=0.9311887020890282, type=1
2014-11-07 05:03:33:0287, diag_detail_itementered, id=0.26535106695139354, type=1
2014-11-07 05:03:33:0334, diag_detail_itemexited, id=0.26535106695139354, type=1
2014-11-07 05:03:34:0043, diag_detail_itementered, id=0.26535106695139354, type=1
2014-11-07 05:03:34:0199, diag_detail_itemexited, id=0.26535106695139354, type=1
2014-11-07 05:03:34:0199, diag_detail_itementered, id=25192, type=1
2014-11-07 05:03:34:0402, diag_detail_itemexited, id=25192, type=1
2014-11-07 05:03:34:0670, diag_detail_itementered, id=-2025442238, type=3
2014-11-07 05:03:35:0200, diag_detail_itemexited, id=-2025442238, type=3
2014-11-07 05:03:35:0559, diag_detail_itementered, id=25192, type=1
2014-11-07 05:03:35:0715, diag_detail_itemexited, id=25192, type=1
2014-11-07 05:03:35:0840, diag_detail_itementered, id=0.9311887020890282, type=1
2014-11-07 05:03:35:0887, diag_detail_itemexited, id=0.9311887020890282, type=1
2014-11-07 05:03:35:0887, diag_detail_itementered, id=0.7461358794128522, type=1
2014-11-07 05:03:35:0918, diag_detail_itemexited, id=0.7461358794128522, type=1
2014-11-07 05:03:35:0918, diag_detail_itementered, id=-2025442238, type=3
2014-11-07 05:03:35:0949, diag_detail_itemexited, id=-2025442238, type=3
2014-11-07 05:03:36:0011, diag_detail_itementered, id=11338, type=1
2014-11-07 05:03:36:0043, diag_detail_itemexited, id=11338, type=1
2014-11-07 05:03:39:0144, diag_itementered, id=31840, type=1
2014-11-07 05:03:39:0175, diag_itemexited, id=31840, type=1
2014-11-07 05:03:39:0425, diag_itementered, id=46496, type=1
2014-11-07 05:03:39:0487, diag_itemexited, id=46496, type=1
2014-11-07 05:03:39:0550, diag_itementered, id=2109443059, type=0
2014-11-07 05:03:40:0033, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0064, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0080, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0096, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0111, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0127, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0142, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0158, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0174, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0189, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0205, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0220, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0236, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0252, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0267, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0283, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0298, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0330, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0330, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0345, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0361, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0376, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0392, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0408, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0423, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0439, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0454, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0470, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0486, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0501, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0517, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0548, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0579, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0657, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0844, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0876, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0922, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0954, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0969, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:40:0985, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0016, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0047, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0063, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0078, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0110, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0125, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0125, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0156, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0172, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0172, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0188, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0219, diag_itemdragged, id=2109443059, type=0
2014-11-07 05:03:41:0234, diag_itemdragged, id=2109443059, type=0
