2014-12-12 02:09:37:0876, setup_loaddata_begin
2014-12-12 02:09:39:0886, setup_loaddata_end
2014-12-12 02:09:39:0926, setup_createactions_begin
2014-12-12 02:09:40:0066, setup_createactions_end
2014-12-12 02:09:45:0217, list_pattern_mouseentered, id=1, type=0
2014-12-12 02:10:03:0567, diag_itemexited, id=2, type=0
2014-12-12 02:10:03:0587, diag_itemexited, id=2, type=4
2014-12-12 02:10:03:0807, diag_itemexited, id=4, type=4
2014-12-12 02:10:03:0817, diag_itementered, id=564, type=1
2014-12-12 02:10:03:0887, diag_itemexited, id=564, type=1
2014-12-12 02:10:04:0297, diag_itemexited, id=4, type=4
2014-12-12 02:10:04:0297, diag_itementered, id=47605, type=1
2014-12-12 02:10:04:0367, diag_itemexited, id=47605, type=1
2014-12-12 02:10:04:0567, diag_itemexited, id=4, type=4
2014-12-12 02:10:04:0567, diag_itementered, id=36347, type=1
2014-12-12 02:10:04:0687, diag_itemexited, id=36347, type=1
2014-12-12 02:10:04:0737, diag_itemexited, id=4, type=4
2014-12-12 02:10:06:0206, diag_itemexited, id=3, type=4
2014-12-12 02:10:06:0206, diag_itementered, id=3, type=0
2014-12-12 02:10:07:0690, edge_create, Tuple[0,1,0.7189424943426551,1,0.0,1418411378556,1418411378556]
2014-12-12 02:10:07:0690, edge_create, Tuple[1,2,0.7870547328547665,1,0.0,1418411378556,1418411378556]
2014-12-12 02:10:07:0720, edge_create, Tuple[1,3,0.5364245086712005,1,0.0,1418411378556,1418411378556]
2014-12-12 02:10:07:0720, edge_create, Tuple[1,4,0.2976886572157956,1,0.0,1418411378556,1418411378556]
2014-12-12 02:10:07:0730, edge_create, Tuple[1,5,0.4042293331103525,1,0.0,1418411378556,1418411378556]
2014-12-12 02:10:07:0730, edge_create, Tuple[0,6,0.5174175517860041,2,1.0,1418411378556,1418411378556]
2014-12-12 02:10:07:0730, pattern_create, 4
2014-12-12 02:10:07:0730, edge_create, Tuple[6,7,0.7618127618785122,2,1.0,1418411378556,1418411378556]
2014-12-12 02:10:07:0740, pattern_open, 3
2014-12-12 02:10:07:0740, diag_itemclicked, id=3, type=0
2014-12-12 02:10:08:0161, diag_itemexited, id=3, type=0
2014-12-12 02:45:02:0813, list_pattern_mouseentered, id=4, type=0
2014-12-12 02:45:02:0814, list_pattern_mousemoved, id=4, type=0
2014-12-12 02:45:02:0838, list_pattern_mousemoved, id=4, type=0
2014-12-12 02:45:02:0861, list_pattern_mousemoved, id=4, type=0
2014-12-12 02:45:02:0886, list_pattern_mousemoved, id=3, type=0
2014-12-12 02:45:02:0906, list_pattern_mousemoved, id=3, type=0
2014-12-12 02:45:02:0935, list_pattern_mousemoved, id=3, type=0
2014-12-12 02:45:02:0960, list_pattern_mousemoved, id=3, type=0
2014-12-12 02:45:02:0980, list_pattern_mousemoved, id=2, type=0
2014-12-12 02:45:03:0009, list_pattern_mousemoved, id=2, type=0
2014-12-12 02:45:03:0034, list_pattern_mousemoved, id=2, type=0
2014-12-12 02:45:03:0052, list_pattern_mousemoved, id=1, type=0
2014-12-12 02:45:03:0082, list_pattern_mousemoved, id=1, type=0
2014-12-12 02:45:03:0107, list_pattern_mousemoved, id=1, type=0
2014-12-12 02:45:03:0126, list_pattern_mousemoved, id=1, type=0
2014-12-12 02:45:03:0156, list_pattern_mouseexited
