4080,Q,NULL,NULL,NULL,NULL,NULL,13,0,79845,NULL,1,NULL,180558595,1,180558595,61,0,61,180558595,15017,27387200000,0,html,2008-08-06 22:45:00,2012-08-09 03:29:00,E,What code analysis tools do you use for your Java projects?,"<p>What code analysis tools do you use on your Java projects?</p>

<p>I am interested in all kinds</p>

<ul>
<li>static code analysis tools (FindBugs, PMD, and any others)</li>
<li>code coverage tools (Cobertura, Emma, and any others)</li>
<li>any other instrumentation-based tools </li>
<li>anything else, if I'm missing something</li>
</ul>

<p>If applicable, also state what build tools you use and how well these tools integrate with both your IDEs and build tools. </p>

<p>If a tool is only available a specific way (as an IDE plugin, or, say, a build tool plugin) that information is also worth noting.</p>
","java,code-coverage,static-analysis",NULL,@
4149,Q,NULL,NULL,NULL,NULL,NULL,6,0,154588,NULL,1,NULL,180558595,1,180558595,22,0,22,180558595,11114,27387200000,0,html,2008-08-06 23:57:00,2011-12-22 23:09:00,E,How do I use Java to read from a file that is actively being written?,"<p>I have an application that writes information to file. This information is used post-execution to determine pass/failure/correctness of the application. I'd like to be able to read the file as it is being written so that I can do these pass/failure/correctness checks in realtime.</p>

<p>I assume it is possible to do this, but what are the gotchas involved when using Java? If the reading catches up to the writing, will it just wait for more writes up until the file is closed, or will the read throw an exception at this point? If the latter, what do I do then? </p>

<p>My intuition is currently pushing me towards BufferedStreams. Is this the way to go?</p>
","java,file,file-io",NULL,@
4242,Q,NULL,NULL,NULL,NULL,NULL,7,0,4247,NULL,1,NULL,180558595,1,180558595,26,0,26,180558595,4735,27387200000,0,html,2008-08-07 01:05:00,2012-05-23 14:28:00,E,Why doesn't Java autoboxing extend to method invocations of methods of the autoboxed types?,"<p>I want to convert a primitive to a string, and I tried:</p>

<pre><code>myInt.toString();
</code></pre>

<p>This fails with the error:</p>

<pre><code>int cannot be dereferenced
</code></pre>

<p>Now, I get that primitives are not reference types (ie, not an Object) and so cannot have methods.  However, Java 5 introduced autoboxing and unboxing (a la C#... which I never liked in C#, but that's beside the point).  So with autoboxing, I would expect the above to convert myInt to an Integer and then call toString() on that.</p>

<p>Furthermore, I believe C# allows such a call, unless I remember incorrectly.  Is this just an unfortunate shortcoming of Java's autoboxing/unboxing specification, or is there a good reason for this?</p>
","java,autoboxing",NULL,@
4630,Q,NULL,NULL,NULL,NULL,NULL,3,0,478658,NULL,1,NULL,180558595,1,180558595,3,0,3,180558595,1894,27387200000,0,html,2008-08-07 12:26:00,NULL,E,"How can I Java webstart multiple, dependent, native libraries?","<p>Example: I have two shared objects (same should apply to .dlls). The first shared object is from a third-party library, we'll call it libA.so. I have wrapped some of this with JNI and created my own library, libB.so. Now libB depends on libA.</p>

<p>When webstarting, both libraries are places in some webstart working area. My java code attempts to load libB. At this point the system loader will attempt to load libA which is not in the system library path (java.library.path won't help this). The end result is that libB has an unsatisfied link and cannot be used. </p>

<p>I have tried loading libA before libB, but that still does not work. Seems the OS wants to do that loading for me. Is there any way I can make this work other than statically  compiling?</p>","java,jni,webstart,nativelibrary",NULL,@
4922,Q,NULL,NULL,NULL,NULL,NULL,3,0,5091,NULL,1,NULL,180558595,1,180558595,12,0,12,180558595,2906,27387200000,0,html,2008-08-07 16:30:00,2012-03-11 22:06:00,E,Is this really widening vs autoboxing?,"<p>I saw this in <a href=""http://stackoverflow.com/a/4384/697449"">an answer to another question</a>, in reference to shortcomings of the java spec:</p>

<blockquote>
  <p>There are more shortcomings and this is a subtle topic. Check <a href=""http://kiranthakkar.blogspot.com/2007/05/method-overloading-with-new-features-of.html"" rel=""nofollow"">this</a> out:</p>

<pre><code>public class methodOverloading{
     public static void hello(Integer x){
          System.out.println(""Integer"");
     }

     public static void hello(long x){
          System.out.println(""long"");
     }

     public static void main(String[] args){
         int i = 5;
         hello(i);
     }
}
</code></pre>
  
  <p>Here ""long"" would be printed (haven't checked it myself), because the compiler choses >widening over autoboxing. Be careful when using autoboxing or don't use it at all!</p>
</blockquote>

<p><em>Are we sure that this is actually an example of widening instead of autoboxing, or is it something else entirely?</em></p>

<p>On my initial scanning, I would agree with the statement that the output would be ""long"" on the basis of <code>i</code> being declared as a primitive and not an object.  However, if you changed </p>

<pre><code>hello(long x)
</code></pre>

<p>to</p>

<pre><code>hello(Long x)
</code></pre>

<p>the output would print ""Integer""</p>

<p>What's really going on here?  I know nothing about the compilers/bytecode interpreters for java...</p>
","java,primitive,autoboxing",NULL,@
5078,Q,NULL,NULL,NULL,NULL,NULL,12,0,5108,NULL,1,NULL,180558595,1,180558595,14,0,14,180558595,1823,27387200000,0,html,2008-08-07 18:10:00,2012-05-05 21:50:00,E,Personal Linux web server,"<p>I'd like to set up a cheap Linux box as a web server to host a variety of web technologies (PHP &amp; Java EE come to mind, but I'd like to experiment with Ruby or Python in the future as well). </p>

<p>I'm fairly versed in setting up Tomcat to run on Linux for serving up Java EE applications, but I'd like to be able to open this server up, even just so I can create some tools I can use while I am working in the office. All the experience I've had with configuring Java EE sites has all been for intranet applications where we were told not to focus on securing the pages for external users. </p>

<p>What is your advice on setting up a personal Linux web server in a secure enough way to open it up for external traffic?</p>","java,php,linux,security,webserver",NULL,@
5222,Q,NULL,NULL,NULL,NULL,NULL,3,0,5224,NULL,1,NULL,180558595,1,180558595,8,0,8,180558595,17920,27387200000,0,html,2008-08-07 19:39:00,2012-06-30 05:27:00,E,Accessing post variables using Java Servlets,"<p>All I really want is the equivalent of PHP's $_POST[], and after searching the web for an hour, I'm still nowhere closer.</p>
","java,http,servlets",NULL,@
5328,Q,NULL,NULL,NULL,NULL,NULL,5,0,5351,NULL,1,NULL,180558595,1,180558595,12,0,12,180558595,1555,27387200000,0,html,2008-08-07 21:17:00,2011-11-01 13:23:00,E,Why can't I use a try block around my super() call?,"<p>So, in Java, the first line of your constructor HAS to be a call to super... be it implicitly calling super(), or explicitly calling another constructor.  What I want to know is, why can't I put a try block around that?</p>

<p>My specific case is that I have a mock class for a test.  There is no default constructor, but I want one to make the tests simpler to read.  I also want to wrap the exceptions thrown from the constructor into a RuntimeException.</p>

<p>So, what I want to do is effectively this:</p>

<pre><code>public class MyClassMock extends MyClass {
    public MyClassMock() {
        try {
            super(0);
        } catch (Exception e) {
            throw new RuntimeException(e);
        }
    }

    // Mocked methods
}
</code></pre>

<p>But Java complains that super isn't the first statement.</p>

<p>My workaround:</p>

<pre><code>public class MyClassMock extends MyClass {
    public static MyClassMock construct() {
        try {
            return new MyClassMock();
        } catch (Exception e) {
            throw new RuntimeException(e);
        }
    }

    public MyClassMock() throws Exception {
        super(0);
    }

    // Mocked methods
}
</code></pre>

<p>Is this the best workaround?  Why doesn't Java let me do the former?</p>

<hr>

<p>My best guess as to the ""why"" is that Java doesn't want to let me have a constructed object in a potentially inconsistent state... however, in doing a mock, I don't care about that.  It seems I should be able to do the above... or at least I know that the above is safe for my case... or seems as though it should be anyways.</p>

<p>I am overriding any methods I use from the tested class, so there is no risk that I am using uninitialized variables.</p>
","java,exception,mocking",NULL,@
5514,Q,NULL,NULL,NULL,NULL,NULL,10,0,6118,NULL,1,NULL,180558595,1,180558595,17,0,17,180558595,8775,27387200000,0,html,2008-08-08 00:40:00,2009-12-29 10:37:00,E,Public/Popular Websites using JavaServer Faces,"<p>Are there any popular and/or public websites that utilize the <a href=""http://en.wikipedia.org/wiki/JavaServer%5FFaces"">JavaServer Faces</a> framework? I don't ever recall stumbling across any ever on the Internet. In my experience JavaServer Faces is usually reserved for non-public enterprise and business level applications.</p>

<p>I am curious to know because I am researching how terrible of an idea it would be to construct - for example - an online dating website utilizing MVC with JSF and (let's say for the sake of argument) <a href=""http://en.wikipedia.org/wiki/Enterprise%5FJavaBean"">EJB</a> 3.0.</p>
","java,mvc,jsf,frameworks",NULL,@
5527,Q,NULL,NULL,NULL,NULL,NULL,8,0,5532,NULL,1,NULL,180558595,1,180558595,12,0,12,180558595,1518,27387200000,0,html,2008-08-08 01:04:00,NULL,E,Is there a real benefit of using J#?,"<p>I just saw a <a href=""http://stackoverflow.com/questions/5516/what-happened-to-all-of-the-java-developers-how-can-i-get-started-in-net#5522"" rel=""nofollow"">comment of suggesting J#</a>, and it made me wonder... is there a real, beneficial use of J# over Java?  So, my feeling is that the only reason you would even consider using J# is that management has decreed that the company should jump on the Java bandwagon... and the .NET bandwagon.  If you use J#, you are effectively losing the biggest benefit of picking Java... rich cross platform support.  Sure there is Mono, but it's not as richly supported or as full featured right?  I remember hearing Forms are not fully (perhaps at all) supported.</p>

<p>I'm not trying to bash .NET here, I'm just saying, if you are going to go the Microsoft route, why not just use C#?  If you are going to go the Java route, why would J# enter the picture?</p>

<p>I'm hoping to find some real world cases here, so please especially respond if you've ACTUALLY used J# in a REAL project, and why.</p>","java,j#",NULL,@
5855,Q,NULL,NULL,NULL,NULL,NULL,1,0,6687,NULL,1,NULL,180558595,1,180558595,3,0,3,180558595,788,27387200000,0,html,2008-08-08 12:40:00,NULL,E,Automate builds for Java RCP for deployment with JNLP,"<p>I've found many sources that talk about the automated Eclipse PDE process.  I feel these sources don't do a good job explaining what's going on.</p>

<p>I can create the deployable package, in a semi-manual process via the Feature Export.  </p>

<p>The automated process requires knowledge of how the org.eclipse.pde.build scripts work.  I have gotten a build created, but not for JNLP.</p>

<p>Questions:</p>

<ol>
<li>Has anyone ever deployed RCP through JNLP?</li>
<li>Were you able to automate the builds?</li>
</ol>","java,build-automation,rcp,jnlp",NULL,@
6222,Q,NULL,NULL,NULL,NULL,NULL,2,0,7877,NULL,1,NULL,180558595,1,180558595,3,0,3,180558595,3747,27387200000,0,html,2008-08-08 18:17:00,2008-10-11 14:41:00,E,Eclipse on win64,"<p>Is anyone successfully using the latest 64-bit Ganymede release of Eclipse on Windows XP or Vista 64-bit?</p>

<p>Currently I run the normal Eclipse 3.4 distribution on a 32bit JDK and launch &amp; compile my apps with a 64bit JDK. Our previous experience has been that the 64bit Eclipse distro is unstable for us, so I'm curious if anyone is using it successfully.</p>

<p>We are using JDK 1.6.0_05.</p>","java,eclipse,eclipse-3.4,ganymede",NULL,@
6392,Q,NULL,NULL,NULL,NULL,NULL,5,0,6496,NULL,1,NULL,180558595,1,180558595,9,0,9,180558595,10677,27387200000,0,html,2008-08-08 21:24:00,2011-07-23 12:36:00,E,Java Time Zone is messed up,"<p>I am running a Tomcat application, and I need to display some time values.  Unfortunately, the time is coming up an hour off.  I looked into it and discovered that my default TimeZone is being set to:</p>

<pre><code>sun.util.calendar.ZoneInfo[id=""GMT-08:00"",
    offset=-28800000,dstSavings=0,useDaylight=false,
    transitions=0,lastRule=null]
</code></pre>

<p>Rather than the Pacific time zone.  This is further indicated when I try to print the default time zone's <a href=""http://java.sun.com/j2se/1.5.0/docs/api/java/util/TimeZone.html#getDisplayName()"" rel=""nofollow"">display name</a>, and it comes up ""GMT-08:00"", which seems to indicate to me that it is not correctly set to the US Pacific time zone.  I am running on Ubuntu Hardy Heron, upgraded from Gutsy Gibbon.</p>

<p>Is there a configuration file I can update to tell the JRE to use Pacific with all the associated daylight savings time information?  The time on my machine shows correctly, so it doesn't seem to be an OS-wide misconfiguration.</p>

<hr>

<p>Ok, here's an update. A coworker suggested I update JAVA_OPTS in my /etc/profile to include ""-Duser.timezone=US/Pacific"", which worked (I also saw CATALINA_OPTS, which I updated as well). Actually, I just exported the change into the variables rather than use the new /etc/profile (a reboot later will pick up the changes and I will be golden).</p>

<p>However, I still think there is a better solution... there should be a configuration for Java somewhere that says what timezone it is using, or how it is grabbing the timezone. If someone knows such a setting, that would be awesome, but for now this is a decent workaround.</p>

<hr>

<p>I am using 1.5, and it is most definitely a DST problem.  As you can see, the time zone is set to not use daylight savings.  My belief is it is generically set to -8 offset rather than the specific Pacific timezone.  Since the generic -8 offset has no daylight savings info, it's of course not using it, but the question is, where do I tell Java to use Pacific time zone when it starts up?  I'm NOT looking for a programmatic solution, it should be a configuration solution.</p>
","java,timezone",NULL,@
6612,Q,NULL,NULL,NULL,NULL,NULL,17,0,6655,NULL,1,NULL,180558595,1,180558595,27,0,27,180558595,19971,27387200000,0,html,2008-08-09 04:29:00,2011-11-27 13:10:00,E,Are there any decent free Java data plotting libraries out there?,"<p>On a recent Java project, we needed a free Java based real-time data plotting utility.  After much searching, we found this tool called the <a href=""http://www.epic.noaa.gov/java/sgt/"">Scientific Graphics Toolkit or SGT</a> from NOAA.  It seemed pretty robust, but we found out that it wasn't terribly configurable.  Or at least not configurable enough to meet our needs.  We ended up digging very deeply into the Java code and reverse engineering the code and changing it all around to make the plot tool look and act the way we wanted it to look and act.  Of course, this killed any chance for future upgrades from NOAA.  </p>

<p>So what free or cheap Java based data plotting tools or libraries do you use?</p>

<p><em>Followup:  Thanks for the <a href=""http://www.jfree.org/jfreechart/"">JFreeChart</a> suggestions.  I checked out their website and it looks like a very nice data charting and plotting utility.  I should have made it clear in my original question that I was looking specifically to plot real-time data.  I corrected my question above to make that point clear.  It appears that <a href=""http://www.jfree.org/jfreechart/faq.html#FAQ5"">JFreeChart support for live data is marginal at best, though</a>.  Any other suggestions out there?</em></p>
","java,configuration,data,plot,freeware",NULL,@
6639,Q,NULL,NULL,NULL,NULL,NULL,5,0,NULL,NULL,1,NULL,180558595,1,180558595,30,0,30,180558595,53066,27387200000,0,html,2008-08-09 05:33:00,NULL,E,How should I load files into my Java application?,<p>How should I load files into my Java application?</p>,java,NULL,@
6658,Q,NULL,NULL,NULL,NULL,NULL,10,0,6671,NULL,1,NULL,180558595,1,180558595,70,0,70,180558595,20253,27387200000,0,html,2008-08-09 06:31:00,2008-08-09 07:08:00,E,Junit vs TestNG,"<p>At work we are currently still using Junit3 to run our tests. We have been considering switching over to Junit4 for <strong>new</strong> tests being written but I have been keeping an eye on TestNG for a while now. What experiences have you all had with either Junit4 or TestNG and which seems to work better for very large numbers of tests. Having flexibility in writing tests is also important to us since our functional tests cover a wide aspect and need to be written in a variety of ways to get results.</p>

<p>Old tests will not be re-written as they do their job just fine. What I would like to see in new tests though is flexibility in the way the test can be written, natural assertions, grouping, and easily distributed test executions.</p>","java,testing,junit,testng",NULL,@
6682,Q,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,1,NULL,180558595,1,180558595,3,0,3,180558595,577,27387200000,0,html,2008-08-09 07:38:00,NULL,E,Where can I find a good tutorial about Java AOP that is proxy based?,"<p>I 'm currently investigating the different styles of AOP in Java and I started with AspectJ. I try to get a good view on the different styles:</p>

<ul>
<li>weaver</li>
<li>proxy</li>
<li>any others</li>
</ul>

<p>Do you know a good tutorial or technology article about the different frameworks and techniques?</p>","java,tutorials,aop",NULL,@
6765,Q,NULL,NULL,NULL,NULL,NULL,5,0,6902,NULL,1,NULL,180558595,1,180558595,5,0,5,180558595,2084,27387200000,0,html,2008-08-09 13:23:00,2010-11-04 07:17:00,E,Java + SQL Server - a viable solution?,"<p>I'm going to start a new project - rewriting an existing system (PHP + SQL Server) from scratch because of some very serious limitations by design.</p>

<p>We have some quite good knowledge of SQL Server (currently we're using SQL Server 2000 in existing system) and we would like to employ its newer version (2008 I guess) in our new project.</p>

<p>I am really fond of technologies that Java offers - particularly Spring Framework and Wicket and I am quite familiar with Java from others projects and assignments before.
Therefore, we consider using Java and Microsoft SQL Server.</p>

<p>There are two JDBC drivers for SQL Server - jTDS and Microsoft's one - <a href=""http://msdn.microsoft.com/en-us/data/aa937724.aspx"" rel=""nofollow"">http://msdn.microsoft.com/en-us/data/aa937724.aspx</a>. I think we should test both of them.<br/></p>

<p>Are there any limitations in such solution I should know of? Has someone experience with such a technology combination?</p>
","java,sql-server",NULL,@
6816,Q,NULL,NULL,NULL,NULL,NULL,6,0,6840,NULL,1,NULL,180558595,1,180558595,54,0,54,180558595,22677,27387200000,0,html,2008-08-09 15:40:00,2012-08-17 17:22:00,E,Class file name must end with .class exception in Java Search,"<p>I was hoping someone could help me out with a problem I'm having using the java search function in Eclipse on a particular project.</p>

<p>When using the java search on one particular project, I get an error message saying 'Class file name must end with .class' (see stack trace below). This does not seem to be happening on all projects, just one particular one, so perhaps there's something I should try to get rebuilt?</p>

<p>I have already tried Project -> Clean... and Closing Eclipse, deleting all the built class files and restarting Eclipse to no avail.</p>

<p>The only reference I've been able to find on Google for the problem is at <a href=""http://www.crazysquirrel.com/computing/java/eclipse/error-during-java-search.jspx"" rel=""nofollow"" title=""Reading List: Fog Creek Software Management Training Program""><a href=""http://www.crazysquirrel.com/computing/java/eclipse/error-during-java-search.jspx"" rel=""nofollow"">http://www.crazysquirrel.com/computing/java/eclipse/error-during-java-search.jspx</a></a>, but unfortunately his solution (closing, deleting class files, restarting) did not work for me.</p>

<p>If anyone can suggest something to try, or there's any more info I can gather which might help track it's down, I'd greatly appreciate the pointers.</p>

<p>Version: 3.4.0
Build id: I20080617-2000</p>

<p>Also just found this thread - <a href=""http://www.myeclipseide.com/PNphpBB2-viewtopic-t-20067.html"" rel=""nofollow"" title=""Bootstrap""><a href=""http://www.myeclipseide.com/PNphpBB2-viewtopic-t-20067.html"" rel=""nofollow"">http://www.myeclipseide.com/PNphpBB2-viewtopic-t-20067.html</a></a> - which indicates the same problem may occur when the project name contains a period. Unfortunately, that's not the case in my setup, so I'm still stuck.</p>

<pre><code>Caused by: java.lang.IllegalArgumentException: Class file name must end with .class
at org.eclipse.jdt.internal.core.PackageFragment.getClassFile(PackageFragment.java:182)
at org.eclipse.jdt.internal.core.util.HandleFactory.createOpenable(HandleFactory.java:109)
at org.eclipse.jdt.internal.core.search.matching.MatchLocator.locateMatches(MatchLocator.java:1177)
at org.eclipse.jdt.internal.core.search.JavaSearchParticipant.locateMatches(JavaSearchParticipant.java:94)
at org.eclipse.jdt.internal.core.search.BasicSearchEngine.findMatches(BasicSearchEngine.java:223)
at org.eclipse.jdt.internal.core.search.BasicSearchEngine.search(BasicSearchEngine.java:506)
at org.eclipse.jdt.core.search.SearchEngine.search(SearchEngine.java:551)
at org.eclipse.jdt.internal.corext.refactoring.RefactoringSearchEngine.internalSearch(RefactoringSearchEngine.java:142)
at org.eclipse.jdt.internal.corext.refactoring.RefactoringSearchEngine.search(RefactoringSearchEngine.java:129)
at org.eclipse.jdt.internal.corext.refactoring.rename.RenameTypeProcessor.initializeReferences(RenameTypeProcessor.java:594)
at org.eclipse.jdt.internal.corext.refactoring.rename.RenameTypeProcessor.doCheckFinalConditions(RenameTypeProcessor.java:522)
at org.eclipse.jdt.internal.corext.refactoring.rename.JavaRenameProcessor.checkFinalConditions(JavaRenameProcessor.java:45)
at org.eclipse.ltk.core.refactoring.participants.ProcessorBasedRefactoring.checkFinalConditions(ProcessorBasedRefactoring.java:225)
at org.eclipse.ltk.core.refactoring.Refactoring.checkAllConditions(Refactoring.java:160)
at org.eclipse.jdt.internal.ui.refactoring.RefactoringExecutionHelper$Operation.run(RefactoringExecutionHelper.java:77)
at org.eclipse.jdt.internal.core.BatchOperation.executeOperation(BatchOperation.java:39)
at org.eclipse.jdt.internal.core.JavaModelOperation.run(JavaModelOperation.java:709)
at org.eclipse.core.internal.resources.Workspace.run(Workspace.java:1800)
at org.eclipse.jdt.core.JavaCore.run(JavaCore.java:4650)
at org.eclipse.jdt.internal.ui.actions.WorkbenchRunnableAdapter.run(WorkbenchRunnableAdapter.java:92)
at org.eclipse.jface.operation.ModalContext$ModalContextThread.run(ModalContext.java:121)
</code></pre>

<p>Thanks <a href=""#6840"" rel=""nofollow"" title=""Micro-ISV: From Vision to Reality"">McDowell</a>, closing and opening the project seems to have fixed it (at least for now).</p>
","java,eclipse,search",NULL,@
7269,Q,NULL,NULL,NULL,NULL,NULL,3,0,46902,NULL,1,NULL,180558595,1,180558595,2,0,2,180558595,1166,27387200000,0,html,2008-08-10 18:06:00,NULL,E,How can I identify in which Java Applet context I'm running without passing an ID?,"<p>I'm part of a team that develops a pretty big Swing Java Applet. Most of our code is legacy and there are tons of singleton references. We've bunched all of them to a single ""application context"" singleton. What we now need is to create some way to separate the shared context (shared across all applets currently showing) and non-shared context (specific to each applet currently showing). However, we don't have an ID at each of the locations that call to the singleton, nor do we want to propagate the ID to all locations. What's the easiest way to identify in which applet context we're running? (I've tried messing with classloaders, thread groups, thread ids... so far I could find nothing that will enabled me to ID the origin of the call).</p>
","java,swing,applet",NULL,@
7291,Q,NULL,NULL,NULL,NULL,NULL,3,0,7294,NULL,1,NULL,180558595,1,180558595,3,0,3,180558595,800,27387200000,0,html,2008-08-10 19:00:00,2013-01-09 06:00:00,E,Any good java source code analyzing and modifying libraries?,"<p>I'm working on an app that converts source code from using one framework to another.<br>
I really wanted to make the agonizing monotonous job automatic.<br>
After looking a lot for something that code help me treat source code in an object-oriented way and modify it the closest thing I've found was <a href=""http://ws.apache.org/jaxme/js/index.html"" rel=""nofollow"">JaxMeJS</a> and that's short of what I need too.</p>

<p>I've been working at creating my own parser using <a href=""http://antlr.org/"" rel=""nofollow"">antlr</a>, but would love not having to do it by myself.</p>

<p>Any recommendations? Of course I'd rather a Java solution, but I have an open mind.</p>
","java,source-code,static-analysis",NULL,@
