Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"61795","1","389330","","2008-09-15 02:07:18","2","2757","<p>I'm looking for a Java profiler that works well with the JVM coming with WebSphere 6.0.2 (IBM JVM 1.4.2). I use yourkit for my usual profiling needs, but it specifically refuses to work with this old jvm (I'm sure the authors had their reasons...).</p>

<p>Can anybody point to a decent profiler that can do the job? Not interested in a generic list of profilers, BTW, I've seen the other stackoverflow theread, but I'd rather not try them one by one.</p>

<p>I would prefer a free version, if possible, since this is a one-off need (I hope!) and I would rather not pay for another profiler just for this. </p>
","2718","Andrei","","","","2012-02-27 21:33:22","Java profiler for IBM JVM 1.4.2 (WebSphere 6.0.2)","<java><websphere><profiler>","3","","","",""
"66797","2","","64873","2008-09-15 20:48:35","1","","<p>There is the RedBook <a href=""http://www.redbooks.ibm.com/abstracts/sg247304.html?Open"" rel=""nofollow"">WebSphere Application Server V6.1: System Management and Configuration</a> with Chapter 14 talking about application deployment, this could help.</p>
","","David Skyba","","","","2008-09-15 20:48:35","","","","","","",""
"131201","2","","130067","2008-09-25 02:42:18","0","","<p>I have had pretty good luck with ITCAM from IBM.  It seems to be made for WebSphere, but I understand that it will function well on most J2EE servers.  It's pricy, but it works nice.</p>

<p><a href=""http://www-01.ibm.com/software/tivoli/products/composite-application-mgr-soa/"" rel=""nofollow"">http://www-01.ibm.com/software/tivoli/products/composite-application-mgr-soa/</a>
<a href=""http://www.youtube.com/watch?v=cp6jCfZxrRk"" rel=""nofollow"">http://www.youtube.com/watch?v=cp6jCfZxrRk</a></p>
","8143","Konrad","","","","2008-09-25 02:42:18","","","","","","",""
"135442","2","","135188","2008-09-25 19:26:10","1","","<p>If you're using the <strong>WebSphere Development Studio</strong> or <strong>Rational</strong> from a PC then any source control system that will play nicely with that is an option if you don't want to shell out for the native iSeries one.</p>
","15401","Nigel Campbell","505893","","2012-03-21 16:58:03","2012-03-21 16:58:03","","","","1","","",""
"138146","2","","115184","2008-09-26 07:28:41","0","","<p>Having worked with WebSphere a long time the version of the JDK is very important.  WebSphere 6.1 ships with an IBM JDK 1.5 (or is it 5).  When you patch the WebSphere there are equivalent patches for the JDK as well.  While it may work with a different version of the JDK (even a different vendor) I doubt you will get much support from IBM if something goes wrong.</p>

<p>If you need a 64 bit JVM I would suggest that there is probably a 64 bit build, while I cannot comment on windows specifically I can tell you there is a 64 bit WebSphere 6.1 build for both AIX and Linux.</p>

<p>The best answer is to check with the vendor and see if they will support your configuration.  What you don't want to do is get it working, then have an issue in live, call up support and find out that you have an unsupported environment.</p>
","18977","mransley","","","","2008-09-26 07:28:41","","","","","","",""
"152022","1","","","2008-09-30 07:00:49","0","998","<p>Any time I try to publish my Portal project on a Websphere Portal 6.1 Server, I get the following error message:</p>

<pre><code>Portal project publishing is not supported on WebSphere Portal v6.1 Server
</code></pre>

<p>Is that really true or have I done something wrong?</p>

<p>I'm trying to deploy a portal project, with the underlying goal of publishing a new theme.</p>

<p>Unfortunately, any time I try to deploy, I get the error message listed above from the IDE and no errors in the console.</p>

<p>The RAD version is 7.0.0.7.</p>
","7966","","1016716","","2012-05-02 10:35:40","2012-05-02 10:35:40","Deploying Websphere Portals onto a 6.1 Server","<deployment><rad><websphere-6.1><websphere-portal>","2","","","",""
"158848","1","158905","","2008-10-01 17:47:08","7","3005","<p>I'm pulling my hair out on what should be an insanely simple problem.  We are running WebSphere IHS (Apache) through an F5 BigIP.  BigIP is doing the https translation for us.  Our url (changed for web, not valid) is https://superniftyserver.com/lawson/portal.</p>

<p>When someone types in just that without the slash after portal, Apache assumes ""portal"" to be a file and not a directory.   When Apache finds out what it is, it sends the 301 Permanent Redirect.  But since Apache knows only http, it sends the URL as <a href=""http://superniftyserver.com/lawson/portal/"" rel=""nofollow"">http://superniftyserver.com/lawson/portal/</a> which then creates problems.</p>

<p>So I tried a server level httpd.conf change for mod_rewrite, this is one of the dozens of combinations I've tried.</p>

<p>RewriteEngine  on
RewriteRule   ^/lawson/portal(.*)  /lawson/portal/$1</p>

<p>I also tried 
RewriteRule   ^/lawson/portal$  /lawson/portal/</p>

<p>Among many other things...  What am I missing?  </p>
","","Scott","3150","David G","2008-10-01 17:50:43","2011-03-17 15:28:34","mod_rewrite for trailing slash problem","<apache><mod-rewrite>","4","2","","",""
"158905","2","","158848","2008-10-01 18:02:30","4","","<p>If you can't get an answer on the RewriteRule syntax, here are two other options for you:  Write an custom iRule on BigIp (see <a href=""http://devcentral.f5.com/"" rel=""nofollow"">F5 DevCentral</a>) that looks for 301 responses and convert them to SSL; let the URL pass into your WebSphere server and do a programmatic redirect that sends out HTTPS.  However, because F5 terminates the SSL connection, you have to set a custom header that you configure (see <a href=""http://www-01.ibm.com/support/docview.wss?rs=180&amp;uid=swg1PQ86347"" rel=""nofollow"">PQ86347</a>) so the Java request.getScheme() works as you would expect.</p>
","22514","Kevin Hakanson","","","","2008-10-01 18:02:30","","","","1","","",""
"169661","2","","169620","2008-10-04 03:13:49","7","","<p>The big gun J2EE web servers (Jboss, WebSphere, WebLogic etc), and Windows Server/IIS/ASP.NET are truly in a different league in scalability and performance than your typical lamp stack.</p>

<p>My team is responsible for one of the largest telecomunications commerce sites in the united states, handling millions of hits per day (One of our databases is over 1000TB in size, to give you some perspective).</p>

<p>We use a combination of ASP.NET and WebSphere as well as SAP ISA (Which is also a J2EE solution) for different sections of our site, there is absolutely no way the LAMP stack could handle this kind of load without scaling to massive amounts of hardware....The .NET stack section handles the majority of the load and runs on only 32 servers. </p>

<p>We also don't do anything fancy, such as using a memcached type solution, or static HTTP cacheing...we do cache SOAP calls and database calls on the individual app servers, but no use of an in memory database etc...our platform can handle it so far.</p>

<p>So yeah, its apples to oranges to compare this kind of stuff to LAMP.</p>
","1965","Jonathan Holland","","","","2008-10-04 03:13:49","","","","1","","",""
"169674","2","","169620","2008-10-04 03:20:18","2","","<p>The core of J2EE is simply a bunch of interfaces that have implementations provided by a container.  Most applications do not use all of the J2EE specification.</p>

<p>There are two main aspects of the J2EE that people think of when they discuss it: EJBs and Servlets.</p>

<p>I have no experience whatsoever with EJBs.  I use the <a href=""http://www.springframework.org/"" rel=""nofollow"">Spring Framework</a> and as such it provides all of the ""plumbing and boilerplate"" code referenced as in Ben Collins' answer.  It provides all that we needed EJBs to do, and then some (transactions with database access is what we use its special features for, although we use its IOC container as well for the Servlet portion).</p>

<p>Servlets, however, are fantastic.  They are a very good and proven technology.</p>

<p>The core of a Servlet is a request and response cycle: a user requests something, and the server intercepts the request and provides a response based on it.  A chain of requests and responses can be kept track of by means of a Session for a single user.</p>

<p>As for the high price of proprietary app servers, I have no idea why the price is so high, but Apache Tomcat is a very good Servlet container and is free.  We use Tomcat for testing and WebSphere for deployment (Websphere is provided by our client for the apps' use).  Unfortunately it's only Websphere 6 (update 11, as we found out to our dismay, which doesn't have the fix for update 13 which enables JSTL functions to operate properly when contained inside a JSP tag), so we're forced to use Java 1.4x, not Java 1.5+.</p>

<p>There are also several frameworks (see the Spring framework referenced before for an example) that allow easy Servlet development.  If you're just using this for HTTP/HTML, there are a large number of frameworks to easily aid you in this development.</p>
","8026","MetroidFan2002","","","","2008-10-04 03:20:18","","","","","","",""
"18130","2","","18088","2008-08-20 14:47:18","7","","<p>First off, I'm a .NET guy, so I am biased.</p>

<p>Second, if by JEE you mean J2EE, and you are planning web based development, then I have some questions.</p>

<p>If you are planning on desktop development, ask yourself if the extra 5% market share you get by using Java is worth it. Its definitely a .NET world when developing desktop applications.</p>

<p>However, I'm thinking you are looking at this for Web Development.</p>

<p>My first question, is what Java application server are you considering? Apache/TomCat is small and free, while on the flipside IBM WebSphere is huge and expensive ($2000 per cpu).</p>

<p>Microsoft did a great performance/cost comparison between Windows 2k3/IIS and RedHat/WebSphere here.</p>

<p>According to TheServerSide, .NET is both cheaper and faster in this situation.</p>

<p><a href=""http://www.theserverside.net/tt/articles/showarticle.tss?id=NET2BMNovember"" rel=""nofollow"">http://www.theserverside.net/tt/articles/showarticle.tss?id=NET2BMNovember</a></p>

<p>Its a good starting point for research.</p>

<p>All that said, You will have to look high and low to find a java developer who does not admit that C# is a better language to enjoy writing in.</p>

<p>C# has real generics (Java Generics still are boxed/unboxed, its just syntax sugar), LINQ, lambda functions, delegates, and a host of other goodies that the java is missing.</p>
","1965","Jonathan Holland","","","","2008-08-20 14:47:18","","","","2","","",""
"96446","2","","78194","2008-09-18 20:16:59","0","","<p>There is no support for scheduling in WebSphere.</p>

<p>If you are on unix you can use crontab to schedule a request to a page of your websphere application. I suppose on windows there is also a possibility to schedule a request to a page. In my crontab I schedule a request to a webpage each day at 8:45</p>

<p>45 8 * * * GET <a href=""http://www.domain.com/myBatch?securitykey=verysecret"" rel=""nofollow"">http://www.domain.com/myBatch?securitykey=verysecret</a></p>

<p>Now every morning the myBatch servlet is called and there I can do whatever needs to be done at that time. To avoid others calling this page and start the batch, I added the securitykey parameter. </p>
","17746","","","","","2008-09-18 20:16:59","","","","2","","",""
"120046","2","","98044","2008-09-23 09:29:50","1","","<p>I recommend a combination of the SAP Business Connector (<a href=""http://service.sap.com/sbc-download"" rel=""nofollow"">http://service.sap.com/sbc-download</a>), which provides an easy interface for receiving/sending RFC calls from/to the SAP side, and the IBM WebSphere Java library, which allows easy interaction with WebSphere. (""webshphere.jar"", can probably be found somewhere on <a href=""http://www.ibm.com/developerworks/websphere"" rel=""nofollow"">http://www.ibm.com/developerworks/websphere</a>.)</p>

<p>In the Business Connector you can then write a ""Java Service"", which acts as a bridge between the RFC data from SAP and the WebSphere data. Should be only a couple of days development effort.</p>
","7381","Lanzelot","","","","2008-09-23 09:29:50","","","","","","",""
"137705","1","199231","","2008-09-26 03:57:59","0","698","<p>I'm looking for people who have had experience scaling IBM's WebSphere to high traffic volumes. This is in terms of both the number of messages and the size of the data. Have there been any issues and are there any gotchas to be looking out for?</p>
","14893","Peter Kelley","","","","2011-03-15 23:17:34","Does WebSphere ESB scale?","<websphere><soa><ibm><esb>","2","0","1","",""
"170838","2","","170818","2008-10-04 18:54:58","0","","<p>Just to correct the topic, Java does have an amount of different ways to present websites, and the existence of server applications such as <a href=""http://tomcat.apache.org/"" rel=""nofollow"">Apache Tomcat</a>, <a href=""http://www.ibm.com/software/websphere/"" rel=""nofollow"">IBM WebSphere</a> and <a href=""http://www.jboss.org/"" rel=""nofollow"">JBOSS</a> might be of an indication. </p>

<p>Actually, there are many notable sites that use JSP or other Java technologies, <a href=""http://www.nokia.com/"" rel=""nofollow"">Nokia</a> springs to mind.</p>

<p>I, however, don't know why C/C++ aren't used as much for this. Or maybe they are, but not publicly so at least.</p>
","2238","wolfie","","","","2008-10-04 18:54:58","","","","1","","",""
"30996","2","","27598","2008-08-27 19:35:59","0","","<p>Hmm... I know that WebSphere is kind of hard to configure. Thats part of the reason we used ServiceMix for our ESB. Maybe its not enabled by default in WebSphere and you would have to turn it on in the config somewhere.</p>
","1992","Bernie Perez","","","","2008-08-27 19:35:59","","","","","","",""
"57974","2","","57902","2008-09-12 00:02:51","1","","<p>We used Sun Fire T2000s for my last system. The boxes themselves were far exceeded our capacity requirements in terms of processing power. For us the decision was based on the lower power consumption and space requirement. We successfully ran WebSphere 6, Oracle 10g and SunONE Directory server on the same box.</p>
","1969","bmatthews68","","","","2008-09-12 00:02:51","","","","","","",""
"93313","1","","","2008-09-18 14:56:38","2","3668","<p>Title says it all :)</p>

<p>No, seriously, I'm porting a C++ 32 bit application to 64 bit on windows. The application is a client of IBM WebSphere MQ. It uses the MQ client API.</p>

<p>Now, as the port progresses, I'm trying to find a 64 bit client. So far, no luck.</p>

<p>Does anyone here happen to know if where I can find one, or, god forbid, confirm that there isn't one?</p>

<p>Regards,
Or</p>
","12632","","214668","","2011-01-30 17:13:48","2011-10-10 18:59:44","Does IBM WebSphere MQ support a 64 bit client on windows?","<c++><64bit><websphere-mq><mqseries>","3","","0","",""
"158578","2","","158509","2008-10-01 16:45:29","0","","<p>If you're looking for java app servers, there's WebSphere and WebLogic. But it'd probably be little different from jBoss from you prospective. </p>

<p>What are you looking for? What does jBoss do that you want the alternative to do? Are you looking for something in .NET? Is your .NET code a client that's going to interface with the server or are you writing a server in .NET?</p>
","4893","sblundy","","","","2008-10-01 16:45:29","","","","2","","",""
"165406","2","","85690","2008-10-03 02:15:13","6","","<p>I have been working with WebSphere Commerce (WC) for over 7 years now. I agree that it is feature rich and complex (maybe overly so for many sites) but it's main target is for large e-tailers. I disagree that the performance or reliability are issues. I have worked on sites using WC that have some of the highest peak loads in the industry. The performance and reliability are functions of the code base and how well it is written. The issue with WC is that it is easily extended and people making those extensions don't always understand the performance impact of their code. As for the alternatives out there, I have messed around with zencart and I find it pretty feature full. I have friends that run small sites with it but I have not heard of it being used at an enterprise level. I have researched magento commerce and it looks to be the next great thing but I don't know any major sites using it either. As far as ATG goes I have no opinion. I really don't know much about it.</p>
","1353","martinatime","","","","2008-10-03 02:15:13","","","","3","","",""
"165836","2","","165828","2008-10-03 05:52:18","0","","<p>Is WebSphere MQ (MQ Series) an option?  Is supports transactional messaging.</p>
","2730","MotoWilliams","","","","2008-10-03 05:52:18","","","","2","","",""
"172417","2","","172394","2008-10-05 18:36:51","3","","<p>For our apache processes we use(d): <a href=""http://www.f5.com/products/big-ip/"" rel=""nofollow"">http://www.f5.com/products/big-ip/</a>
This seems like the industry standard. I guess it all comes down to how much you're paying, and what you're load balancing. </p>

<p>e.g. Websphere could be done:</p>

<p>big ip -> Apache 1 -> WebSphere 1</p>

<p>big ip -> Apache 2 -> WebSphere 2</p>

<p>or you could cross it:</p>

<p>big ip -> Apache 1 -> WebSphere 1 &amp; 2 (round robin)</p>

<p>big ip -> Apache 2 -> WebSphere 2 &amp; 1 (round robin)</p>

<p>We used the latter and it worked perfectly. Watch out for the scenario where one host fails: in most cases you're going to lose that request if it just times out. </p>
","25308","","","","","2008-10-05 18:36:51","","","","","","",""
"180239","1","","","2008-10-07 20:24:09","1","696","<p>Does WebSphere offer an HTTP input filter / firewall like mod_security?</p>

<p>I know that it's possible to have Apache be the HTTP server front-end to WebSphere, but that type of configuration is beyond my influence.  We're stuck using just what WebSphere itself can do.</p>

<p>EDIT - To clarify, I am not looking for authentication, authorization, or non-repudiation aspects of security here.  I want a rule-based HTTP firewall like mod_security that works on WebSphere.</p>

<p>Also, I know that in version 1.x, there was a partial implementation of mod_security in Java.  We currently have a custom, in-house solution that is a work-alike, but less arbitrarily configurable.  Thanks!</p>
","9925","Shad","9925","Shad","2008-10-21 21:13:29","2012-01-16 14:30:34","HTTP input filter like mod_security for WebSphere?","<java-ee><websphere><xss><sql-injection><mod-security>","3","2","","",""
"57142","2","","57108","2008-09-11 17:33:11","0","","<p>Also, mainframes can do web. IBM installs WebSphere on their mainframes for systems that handle millions of transactions/month for the Big Banks. They make a lot of money off it, and it works...</p>
","5382","Mikezx6r","","","","2008-09-11 17:33:11","","","","","","",""
"57291","1","881612","","2008-09-11 18:32:33","7","1380","<p>I have seen <a href=""http://stackoverflow.com/questions/4046/can-someone-give-me-a-working-example-of-a-buildxml-for-an-ear-that-deploys-in"" rel=""nofollow"">this question</a> about deploying to WebSphere using the WAS ant tasks.</p>

<p>Is there a simpler way to do this?  In the past I have deployed to Tomcat by dropping a war file into a directory.  I was hoping there would be a similar mechanism for WebSphere that doesn't involve calling the IBM libraries or rely on RAD to be installed on your workstation.</p>
","1958","Mike Sharek","23309","Chris R","2009-03-17 19:46:19","2011-09-27 12:16:08","Is there a simpler way to deploy to WebSphere?","<ant><java-ee><websphere><jacl>","4","","3","",""
"63679","2","","55322","2008-09-15 15:00:16","1","","<p>There are 2 JVMs for WinMo, Mysaifu for J2SE and IBM WebSphere Everyplace Micro Environment for J2ME.</p>
","8041","","","","","2008-09-15 15:00:16","","","","","","",""
